Phrase ^ Count
saith the lord  ^ 731
riders upon how  ^ 2
servants and put thy trust on  ^ 2
and put thy trust on egypt  ^ 2
on egypt for chariots  ^ 2
egypt for chariots and for horsemen  ^ 2
upon how then wilt thou turn away  ^ 2
how then wilt thou turn away the face  ^ 2
then wilt thou turn away the face of one  ^ 2
the face of one captain  ^ 2
of one captain of the least  ^ 2
captain of the least of my masters  ^ 2
of the least of my masters servants  ^ 2
of my masters servants and put thy trust  ^ 2
to destroy it the lord said  ^ 2
me go up against this  ^ 2
this land and destroy  ^ 2
come up without the lord  ^ 2
without the lord against  ^ 2
the lord against this  ^ 2
land and destroy then said  ^ 2
rabshakeh speak i pray thee  ^ 2
thy servants in the syrian language for  ^ 2
in the syrian language for we  ^ 2
for we understand  ^ 2
and destroy then said eliakim  ^ 2
us in the jews language in the ears of the people  ^ 2
in the ears of the people that  ^ 2
of the people that are on  ^ 2
that are on the wall  ^ 2
and shebna and joah unto  ^ 2
and joah unto rabshakeh  ^ 2
unto rabshakeh speak  ^ 2
are on the wall but rabshakeh  ^ 2
and to thee to speak these  ^ 2
thee to speak these words  ^ 2
these words hath he not  ^ 2
words hath he not sent me to  ^ 2
hath he not sent me to the men  ^ 2
the wall that they may eat their own dung  ^ 2
the wall but rabshakeh said  ^ 2
that they may eat their own dung and drink  ^ 2
their own dung and drink their own piss  ^ 2
and drink their own piss with  ^ 2
sent me to thy master  ^ 2
me to thy master and to  ^ 2
thy master and to thee to speak  ^ 2
their own piss with then rabshakeh  ^ 2
of the great king the king  ^ 2
with then rabshakeh stood  ^ 2
then rabshakeh stood and cried  ^ 2
stood and cried with a loud  ^ 2
with a loud voice in the jews language  ^ 2
the king of assyria thus  ^ 2
he shall not be able to deliver  ^ 2
of assyria thus saith  ^ 2
saith the king let not  ^ 2
the king let not hezekiah  ^ 2
let not hezekiah deceive  ^ 2
hezekiah deceive you for  ^ 2
deceive you for he shall not  ^ 2
you for he shall not be able  ^ 2
city shall not be delivered  ^ 2
neither let hezekiah make you trust  ^ 2
let hezekiah make you trust in  ^ 2
make you trust in the lord  ^ 2
in the lord saying  ^ 2
the lord saying the lord  ^ 2
saying the lord will surely deliver  ^ 2
of the king of assyria hearken  ^ 2
the king of assyria make  ^ 2
of assyria make an agreement with  ^ 2
make an agreement with me by a present  ^ 2
an agreement with me by a present and come out  ^ 2
me by a present and come out to  ^ 2
of assyria hearken not  ^ 2
and every one of his fig tree and drink  ^ 2
of his fig tree and drink ye every one  ^ 2
and drink ye every one the waters  ^ 2
not to hezekiah  ^ 2
to hezekiah for  ^ 2
hezekiah for thus  ^ 2
saith the king of assyria  ^ 2
of corn and wine a land  ^ 2
and wine a land of bread  ^ 2
a land of bread and vineyards  ^ 2
a land of oil olive  ^ 2
you saying the lord will deliver  ^ 2
until i come and take you away  ^ 2
i come and take you away to  ^ 2
and take you away to a land  ^ 2
to a land like your own land  ^ 2
a land like your own land a land  ^ 2
like your own land a land of corn  ^ 2
his land out of the hand of the king  ^ 2
of the king of assyria where  ^ 2
of assyria where are the gods  ^ 2
where are the gods of hamath  ^ 2
where are the gods of sepharvaim  ^ 2
of sepharvaim hena and ivah  ^ 2
that the lord should deliver  ^ 2
the lord should deliver jerusalem  ^ 2
who are they among all the gods  ^ 2
commandment was saying answer  ^ 2
was saying answer him not  ^ 2
and answered him not a word  ^ 2
him not a word for  ^ 2
a word for the kings  ^ 2
for the kings commandment  ^ 2
the kings commandment was saying  ^ 2
answer him not then came  ^ 2
of asaph the recorder to  ^ 2
the recorder to hezekiah  ^ 2
to hezekiah with their clothes  ^ 2
hezekiah with their clothes rent  ^ 2
with their clothes rent and told  ^ 2
him not then came eliakim  ^ 2
then came eliakim the son  ^ 2
the children of israel did  ^ 2
king of assyria came up  ^ 2
of assyria came up against  ^ 2
in the fourth year of king  ^ 2
with sackcloth and went into the house  ^ 2
and went into the house of the lord  ^ 2
of rabshakeh and it came to pass when king  ^ 2
and it came to pass when king hezekiah  ^ 2
when king hezekiah heard  ^ 2
hezekiah heard it  that he rent  ^ 2
heard it  that he rent his clothes  ^ 2
it  that he rent his clothes and covered himself  ^ 2
his clothes and covered himself with sackcloth  ^ 2
and covered himself with sackcloth and went  ^ 2
let not thy god in whom  ^ 2
thy god in whom thou  ^ 2
in whom thou trustest  ^ 2
thou trustest deceive  ^ 2
trustest deceive thee saying  ^ 2
deceive thee saying jerusalem  ^ 2
thee saying jerusalem shall not  ^ 2
saying thus shall ye speak  ^ 2
thus shall ye speak to  ^ 2
shall ye speak to hezekiah  ^ 2
of judah saying let not  ^ 2
saying let not thy god  ^ 2
of the king of assyria behold  ^ 2
to all lands by destroying them utterly  ^ 2
lands by destroying them utterly and shalt thou  ^ 2
by destroying them utterly and shalt thou be delivered  ^ 2
of assyria behold thou  ^ 2
behold thou hast heard  ^ 2
thou hast heard what  ^ 2
hast heard what the kings  ^ 2
what the kings of assyria  ^ 2
the kings of assyria have done  ^ 2
of assyria have done to all  ^ 2
have done to all lands  ^ 2
and shalt thou be delivered have the gods  ^ 2
gozan and haran and rezeph  ^ 2
and haran and rezeph and the children  ^ 2
and rezeph and the children of eden  ^ 2
and the children of eden which  ^ 2
be delivered have the gods of the nations  ^ 2
have the gods of the nations delivered  ^ 2
of the nations delivered them which  ^ 2
delivered them which my fathers  ^ 2
them which my fathers have destroyed  ^ 2
my fathers have destroyed as  ^ 2
have destroyed as gozan  ^ 2
as gozan and haran  ^ 2
where is the king of hamath  ^ 2
is the king of hamath and the king  ^ 2
and the king of the city of sepharvaim  ^ 2
of the lord and spread it before  ^ 2
and spread it before the lord  ^ 2
and ivah and hezekiah received  ^ 2
and hezekiah received the letter  ^ 2
of the messengers and read it and hezekiah  ^ 2
and read it and hezekiah went up  ^ 2
it before the lord and hezekiah  ^ 2
between the cherubims thou art the god  ^ 2
thou art the god even thou alone  ^ 2
art the god even thou alone of all  ^ 2
even thou alone of all the kingdoms  ^ 2
of all the kingdoms of the earth  ^ 2
the kingdoms of the earth thou  ^ 2
the lord and hezekiah prayed  ^ 2
hast made heaven and earth  ^ 2
the words of sennacherib which  ^ 2
of sennacherib which hath sent  ^ 2
bow down thine ear and hear  ^ 2
thine ear and hear open  ^ 2
the living god of a truth  ^ 2
god of a truth lord  ^ 2
of a truth lord the kings  ^ 2
lord the kings of assyria  ^ 2
but the work of mens  ^ 2
wood and stone therefore they have destroyed  ^ 2
and have cast their gods into the fire  ^ 2
their gods into the fire for  ^ 2
into the fire for they  ^ 2
for they were no  ^ 2
they were no gods  ^ 2
were no gods but  ^ 2
gods but the work  ^ 2
and stone therefore they have destroyed now  ^ 2
the kingdoms of the earth may know  ^ 2
therefore they have destroyed now therefore o lord  ^ 2
now therefore o lord our god  ^ 2
that all the kingdoms of the earth  ^ 2
into the house of the lord and he sent  ^ 2
and the elders of the priests covered  ^ 2
of the priests covered with sackcloth  ^ 2
isaiah the prophet the son  ^ 2
of the lord and he sent eliakim  ^ 2
and shebna the scribe and the elders  ^ 2
the scribe and the elders of the priests  ^ 2
thou hast prayed to me against  ^ 2
to me against sennacherib  ^ 2
me against sennacherib king  ^ 2
even thou only then isaiah the son  ^ 2
then isaiah the son of amoz  ^ 2
the son of amoz sent  ^ 2
to hezekiah saying  ^ 2
the daughter of zion hath despised  ^ 2
of zion hath despised thee and laughed thee to scorn  ^ 2
hath despised thee and laughed thee to scorn the daughter  ^ 2
thee and laughed thee to scorn the daughter of jerusalem  ^ 2
the daughter of jerusalem hath shaken  ^ 2
of jerusalem hath shaken her head  ^ 2
hath shaken her head at  ^ 2
hath spoken concerning him the virgin  ^ 2
concerning him the virgin the daughter  ^ 2
him the virgin the daughter of zion  ^ 2
her head at whom  ^ 2
and lifted up thine eyes on high  ^ 2
thine eyes on high even against  ^ 2
even against the holy one of israel  ^ 2
at whom hast thou reproached  ^ 2
whom hast thou reproached and blasphemed  ^ 2
hast thou reproached and blasphemed and against  ^ 2
and blasphemed and against whom  ^ 2
and against whom hast thou exalted  ^ 2
whom hast thou exalted thy voice  ^ 2
hast thou exalted thy voice and lifted up  ^ 2
thy voice and lifted up thine eyes  ^ 2
the holy one of israel by  ^ 2
to the height of the mountains to the sides  ^ 2
of the mountains to the sides of lebanon  ^ 2
thereof and the choice fir trees thereof and i will enter  ^ 2
have i dried up all the rivers  ^ 2
of his carmel i have digged  ^ 2
i have digged and drunk  ^ 2
and with the sole of my feet have i dried up  ^ 2
of my feet have i dried up all  ^ 2
have i brought it to pass that thou shouldest be to lay waste  ^ 2
cities into ruinous heaps  ^ 2
hast thou not heard long ago  ^ 2
heard long ago how i have done  ^ 2
that i have formed it now have i brought it to pass  ^ 2
it now have i brought it to pass that thou shouldest be  ^ 2
into ruinous heaps therefore their inhabitants  ^ 2
of the field and as the green herb  ^ 2
and as the green herb as the grass  ^ 2
herb as the grass on the housetops  ^ 2
as the grass on the housetops and as corn blasted  ^ 2
on the housetops and as corn blasted before  ^ 2
and as corn blasted before it be grown up  ^ 2
heaps therefore their inhabitants were of small  ^ 2
therefore their inhabitants were of small power  ^ 2
were of small power they were dismayed  ^ 2
power they were dismayed and confounded  ^ 2
they were dismayed and confounded they were  ^ 2
and confounded they were as the grass  ^ 2
they were as the grass of the field  ^ 2
as the grass of the field and as the green  ^ 2
before it be grown up but i know  ^ 2
it be grown up but i know thy abode  ^ 2
but i know thy abode and thy going out  ^ 2
thy abode and thy going out and thy coming in  ^ 2
and thy going out and thy coming in and thy rage  ^ 2
and thy coming in and thy rage against  ^ 2
and thy rage against because  ^ 2
my hook in thy nose and my bridle  ^ 2
in thy nose and my bridle in thy lips  ^ 2
and my bridle in thy lips and i will turn thee back  ^ 2
in thy lips and i will turn thee back by the way  ^ 2
and i will turn thee back by the way by which  ^ 2
by the way by which thou camest  ^ 2
against because thy rage  ^ 2
because thy rage against  ^ 2
thy rage against me and thy tumult  ^ 2
against me and thy tumult is come up  ^ 2
me and thy tumult is come up into mine ears  ^ 2
by which thou camest and this  ^ 2
that which springeth of the same and in the third year  ^ 2
and in the third year sow  ^ 2
year sow ye and reap  ^ 2
sow ye and reap and plant  ^ 2
ye and reap and plant vineyards  ^ 2
and plant vineyards and eat  ^ 2
thou camest and this shall be a sign  ^ 2
and this shall be a sign unto thee ye shall eat  ^ 2
shall be a sign unto thee ye shall eat this year  ^ 2
year that which springeth of the same and in the third  ^ 2
the son of amoz and they said  ^ 2
is a day of trouble and of rebuke  ^ 2
for the children are come  ^ 2
the children are come to  ^ 2
are come to the birth  ^ 2
to the birth and there is not  ^ 2
the birth and there is not strength  ^ 2
and there is not strength to bring forth  ^ 2
of amoz and they said unto  ^ 2
and they said unto him thus  ^ 2
him thus saith hezekiah  ^ 2
saith hezekiah this  ^ 2
hezekiah this day  ^ 2
day is a day of trouble  ^ 2
and bear fruit upward  ^ 2
and the remnant that is escaped of the house  ^ 2
that is escaped of the house of judah  ^ 2
take root downward and bear  ^ 2
downward and bear fruit  ^ 2
fruit upward for  ^ 2
upward for out of jerusalem  ^ 2
for out of jerusalem shall go forth  ^ 2
out of jerusalem shall go forth a remnant  ^ 2
shall go forth a remnant and they that escape  ^ 2
a remnant and they that escape out of mount  ^ 2
and they that escape out of mount zion  ^ 2
out of mount zion the zeal  ^ 2
zion the zeal of the lord  ^ 2
he shall not come into  ^ 2
this city nor  ^ 2
city nor shoot  ^ 2
nor shoot an arrow  ^ 2
shoot an arrow there  ^ 2
an arrow there nor  ^ 2
there nor come before  ^ 2
this therefore thus  ^ 2
nor cast a bank  ^ 2
cast a bank against  ^ 2
the lord concerning the king  ^ 2
concerning the king of assyria  ^ 2
the king of assyria he shall not  ^ 2
of assyria he shall not come  ^ 2
a bank against by the way  ^ 2
this city saith  ^ 2
city saith the lord  ^ 2
against by the way that  ^ 2
that he came by the same shall he return  ^ 2
he came by the same shall he return and shall not  ^ 2
by the same shall he return and shall not come  ^ 2
and shall not come into  ^ 2
saith the lord for i will defend  ^ 2
the lord for i will defend this  ^ 2
for i will defend this city  ^ 2
this city to save  ^ 2
city to save it for mine own sake  ^ 2
to save it for mine own sake and for my servant  ^ 2
it for mine own sake and for my servant davids  ^ 2
in the camp of the assyrians a hundred  ^ 2
and five thousand and when they arose early  ^ 2
thousand and when they arose early in the morning  ^ 2
and when they arose early in the morning behold  ^ 2
in the morning behold they were all  ^ 2
behold they were all dead  ^ 2
they were all dead corpses  ^ 2
and it came to pass that night  ^ 2
and smote in the camp of the assyrians  ^ 2
dead corpses so sennacherib  ^ 2
corpses so sennacherib king  ^ 2
so sennacherib king of assyria  ^ 2
king of assyria departed  ^ 2
of assyria departed and went  ^ 2
departed and went and returned  ^ 2
and went and returned and dwelt  ^ 2
and returned and dwelt at nineveh  ^ 2
and dwelt at nineveh and it came to pass  ^ 2
and sharezer his sons smote  ^ 2
his sons smote him with the sword  ^ 2
smote him with the sword and they  ^ 2
him with the sword and they escaped  ^ 2
and they escaped into the land  ^ 2
escaped into the land of armenia  ^ 2
into the land of armenia and esarhaddon  ^ 2
