Phrase ^ Count
saith the lord  ^ 731
them upon the table  ^ 2
the table of thine heart  ^ 2
them about thy neck  ^ 2
write them upon  ^ 2
not wise  ^ 2
not it is enough  ^ 2
and what the son  ^ 2
it is not for kings  ^ 2
and the years of thy life  ^ 2
my son attend  ^ 2
my commandments and live  ^ 2
from the words of my mouth  ^ 2
get understanding  ^ 2
he deviseth mischief  ^ 2
with the words of thy mouth  ^ 2
my son keep  ^ 2
not be burned  ^ 2
the substance of his house  ^ 2
before the mountains  ^ 2
heart hear  ^ 2
is the beginning of wisdom  ^ 2
whoso is simple  ^ 2
is simple let him turn  ^ 2
let him turn in hither  ^ 2
understanding she saith  ^ 2
o lord o god  ^ 2
is full of cursing  ^ 2
make a joyful noise unto the lord  ^ 2
all ye lands  ^ 2
in a perfect way  ^ 2
within my house  ^ 2
for thou hast lifted me up  ^ 2
thine ear unto  ^ 2
mine enemies reproach  ^ 2
his holy name  ^ 2
he hath not dealt  ^ 2
the lord hath prepared  ^ 2
o lord how  ^ 2
the earth is full  ^ 2
whom thou hast made  ^ 2
thou openest thine hand  ^ 2
the voice of thy thunder  ^ 2
his covenant forever  ^ 2
and tempted god  ^ 2
the pleasant land  ^ 2
blessed are they that keep  ^ 2
they remembered not  ^ 2
then they cried unto  ^ 2
then they cry unto  ^ 2
into a standing water  ^ 2
of the lord a song  ^ 2
o god my heart  ^ 2
is fixed i will sing  ^ 2
i will sing and give praise  ^ 2
who will bring  ^ 2
will bring me into the strong  ^ 2
me into the strong city  ^ 2
city who  ^ 2
who will lead  ^ 2
will lead me into  ^ 2
me into edom  ^ 2
edom wilt not  ^ 2
give us help  ^ 2
us help from trouble  ^ 2
from trouble for vain  ^ 2
for vain is the help  ^ 2
is the help of man  ^ 2
of man through god  ^ 2
through god we shall do  ^ 2
we shall do valiantly  ^ 2
valiantly for he  ^ 2
for he it is that shall tread down  ^ 2
it is that shall tread down our enemies  ^ 2
awake psaltery  ^ 2
psaltery and harp  ^ 2
and harp i myself will awake  ^ 2
i myself will awake early  ^ 2
early i will praise  ^ 2
thee o lord among the people  ^ 2
unto thee among the nations for  ^ 2
thy mercy is great  ^ 2
the heavens and thy truth  ^ 2
reacheth unto the clouds  ^ 2
the clouds be thou exalted  ^ 2
that thy beloved  ^ 2
thy beloved may be delivered  ^ 2
may be delivered save  ^ 2
save with thy right hand  ^ 2
hath spoken in his holiness  ^ 2
in his holiness i will rejoice  ^ 2
i will rejoice i will divide  ^ 2
i will divide shechem  ^ 2
shechem and mete out  ^ 2
and mete out the valley  ^ 2
the valley of succoth  ^ 2
of succoth gilead  ^ 2
is mine ephraim also is the strength  ^ 2
also is the strength of mine head  ^ 2
of mine head judah  ^ 2
judah is my lawgiver  ^ 2
is my lawgiver moab  ^ 2
moab is my washpot  ^ 2
is my washpot over  ^ 2
over edom  ^ 2
edom will i cast out  ^ 2
will i cast out my shoe  ^ 2
our enemies to the chief musician  ^ 2
the broken in heart  ^ 2
i am poor  ^ 2
me without a cause for  ^ 2
for my love  ^ 2
at his right hand  ^ 2
do the lord  ^ 2
his eyes behold  ^ 2
i will praise the lord  ^ 2
and his righteousness endureth  ^ 2
the lord is gracious  ^ 2
is gracious and full of compassion  ^ 2
he shall not be moved  ^ 2
he shall not be afraid  ^ 2
of the lord praise  ^ 2
from this time forth and forevermore  ^ 2
of the sun unto  ^ 2
unto the going down  ^ 2
of the lord at the presence  ^ 2
o house of aaron  ^ 2
in the lord he  ^ 2
the lord trust  ^ 2
them that fear the lord  ^ 2
wherefore should the heathen  ^ 2
should the heathen say  ^ 2
say where  ^ 2
are silver and gold  ^ 2
and gold the work  ^ 2
hands they have mouths  ^ 2
they have mouths but they speak  ^ 2
but they speak not  ^ 2
not eyes  ^ 2
eyes have they but they see  ^ 2
have they but they see not  ^ 2
they have ears but they hear  ^ 2
but they hear not  ^ 2
they that make them are  ^ 2
them are like unto them  ^ 2
like unto them so is every one  ^ 2
so is every one that  ^ 2
because he hath heard  ^ 2
said in my haste  ^ 2
of the lord i will pay  ^ 2
my vows unto the lord  ^ 2
unto the lord now  ^ 2
now in the presence  ^ 2
of all his people  ^ 2
the sorrows of death  ^ 2
thou hast delivered my soul  ^ 2
my soul from death  ^ 2
but in the name of the lord  ^ 2
of the lord i will destroy  ^ 2
of the lord doeth  ^ 2
doeth valiantly  ^ 2
i will praise thee for  ^ 2
god is the lord  ^ 2
it is better to trust  ^ 2
to trust in the lord  ^ 2
in the lord than to put confidence  ^ 2
every false  ^ 2
false way  ^ 2
yet do i not forget  ^ 2
forget thy law  ^ 2
but thy law do i love  ^ 2
thou art my hiding place  ^ 2
the wicked of the earth  ^ 2
therefore i love  ^ 2
o lord teach  ^ 2
leave me not  ^ 2
make thy face to shine  ^ 2
i will keep thy statutes  ^ 2
in thy word mine eyes  ^ 2
o lord quicken  ^ 2
i do not forget  ^ 2
they kept not  ^ 2
thy precepts quicken  ^ 2
before thee o lord  ^ 2
remove from  ^ 2
unto thy testimonies  ^ 2
and take not  ^ 2
which i have loved  ^ 2
forever o lord  ^ 2
from among the children of men  ^ 2
upon sheminith  ^ 2
sheminith a psalm  ^ 2
the lord shall preserve  ^ 2
if it had not been the lord  ^ 2
it had not been the lord who was  ^ 2
had gone over  ^ 2
over our soul  ^ 2
israel a song  ^ 2
hath done great things  ^ 2
great things for  ^ 2
many a time have they afflicted  ^ 2
have they afflicted me from my youth  ^ 2
to the voice of my supplications  ^ 2
let israel hope  ^ 2
and how pleasant  ^ 2
and gave their land  ^ 2
their land for a heritage  ^ 2
o lord endureth forever  ^ 2
for it is pleasant  ^ 2
kings for  ^ 2
o give thanks unto the god  ^ 2
of bashan for  ^ 2
by day for  ^ 2
shall praise thee o lord  ^ 2
for they speak  ^ 2
a psalm of david the fool  ^ 2
the fool hath said  ^ 2
hath said in his heart  ^ 2
in his heart there is no  ^ 2
looked down from heaven  ^ 2
from heaven upon  ^ 2
of men to see  ^ 2
to see if there were  ^ 2
if there were any that did understand  ^ 2
god they are all  ^ 2
become filthy there is none  ^ 2
of iniquity no  ^ 2
no knowledge  ^ 2
knowledge who eat up  ^ 2
who eat up my people  ^ 2
my people as they eat  ^ 2
as they eat bread  ^ 2
there were they in great fear  ^ 2
jacob shall rejoice  ^ 2
shall rejoice and israel  ^ 2
and israel shall be glad  ^ 2
oh that the salvation  ^ 2
the salvation of israel  ^ 2
of israel were come out of zion  ^ 2
bringeth back the captivity  ^ 2
the captivity of his people  ^ 2
of his people jacob  ^ 2
me from the violent man  ^ 2
deliver me o lord  ^ 2
unto the lord thou  ^ 2
of the workers of iniquity  ^ 2
the lord with my voice  ^ 2
for my soul i cried  ^ 2
thee o lord i said  ^ 2
i said thou  ^ 2
my hands unto thee  ^ 2
hear me speedily  ^ 2
thy lovingkindness in the morning  ^ 2
in the morning for  ^ 2
unto deliver  ^ 2
vanity and their right hand  ^ 2
and their right hand is a right hand  ^ 2
is a right hand of falsehood  ^ 2
rid me and deliver  ^ 2
of strange children  ^ 2
children whose  ^ 2
speaketh vanity  ^ 2
all thy works  ^ 2
the lord upholdeth  ^ 2
the lord is nigh  ^ 2
name forever  ^ 2
the righteous the lord  ^ 2
let them praise the name  ^ 2
praise ye him all  ^ 2
the lord praise  ^ 2
me o god for  ^ 2
of life in  ^ 2
a prayer of david  ^ 2
a psalm of david the servant  ^ 2
hail stones and coals  ^ 2
stones and coals of fire  ^ 2
the heavens declare  ^ 2
and the meditation of my heart  ^ 2
through all the earth  ^ 2
take counsel together  ^ 2
honor and majesty  ^ 2
my god why  ^ 2
him all ye the seed  ^ 2
shall bow before  ^ 2
thou art he that took  ^ 2
the days of my life  ^ 2
forever a psalm  ^ 2
and the fullness thereof the world  ^ 2
thereof the world and they that dwell  ^ 2
shall come in who  ^ 2
king of glory  ^ 2
of glory the lord  ^ 2
who shall ascend  ^ 2
lift up your heads  ^ 2
your heads o ye gates  ^ 2
ye everlasting doors  ^ 2
doors and the king  ^ 2
and the king of glory  ^ 2
of glory shall come in  ^ 2
a psalm of david unto  ^ 2
thee o lord do i lift up  ^ 2
do i lift up my soul  ^ 2
me o lord for  ^ 2
not my soul  ^ 2
the lord a psalm of david  ^ 2
teach me thy way  ^ 2
me thy way o lord  ^ 2
because of mine enemies  ^ 2
wait on  ^ 2
be of good courage and he shall strengthen  ^ 2
shall not fear  ^ 2
thou hast been my help  ^ 2
breaketh the cedars  ^ 2
like a calf  ^ 2
shaketh the wilderness  ^ 2
of david when he fled  ^ 2
when he fled from  ^ 2
selah but thou  ^ 2
i will not be afraid  ^ 2
a psalm and song  ^ 2
at the remembrance of his holiness  ^ 2
in thee o lord do i put my trust  ^ 2
do i put my trust let me never  ^ 2
deliver me in thy righteousness  ^ 2
my strength faileth  ^ 2
against the righteous  ^ 2
be thou my strong  ^ 2
thou art my rock  ^ 2
art my rock and my fortress  ^ 2
i will be glad and rejoice  ^ 2
upon me o lord for  ^ 2
for i am in trouble  ^ 2
mine eye is consumed  ^ 2
in heart rejoice  ^ 2
rejoice in the lord  ^ 2
their soul from death  ^ 2
any good  ^ 2
i sought the lord  ^ 2
is the man that trusteth  ^ 2
lord how long  ^ 2
in the great congregation  ^ 2
aha aha  ^ 2
let them not say  ^ 2
my soul let them be turned  ^ 2
and let the angel of the lord  ^ 2
fear of god  ^ 2
of god before  ^ 2
within my heart  ^ 2
thy mercy o lord  ^ 2
of iniquity for  ^ 2
of the wicked shall be cut off  ^ 2
o lord rebuke  ^ 2
rebuke me not  ^ 2
is continually before  ^ 2
make haste to help  ^ 2
to help me o lord  ^ 2
soundness in my flesh  ^ 2
selah surely  ^ 2
selah to the chief musician  ^ 2
o ye sons of men  ^ 2
than the hairs of mine head  ^ 2
let them be ashamed and confounded  ^ 2
my soul to destroy  ^ 2
for a reward  ^ 2
a reward of their shame  ^ 2
of their shame that say  ^ 2
aha let all  ^ 2
let all those that seek  ^ 2
those that seek thee rejoice  ^ 2
thee rejoice and be glad  ^ 2
thy salvation say  ^ 2
say continually  ^ 2
be magnified but i  ^ 2
make no tarrying  ^ 2
art my help and my deliverer  ^ 2
shall see it  and fear  ^ 2
mine enemies speak  ^ 2
to the chief musician maschil  ^ 2
me where is thy god  ^ 2
praise him who is the health  ^ 2
him who is the health of my countenance  ^ 2
of my countenance and my god  ^ 2
o my soul and why  ^ 2
and why art thou disquieted  ^ 2
art thou disquieted within  ^ 2
within me hope  ^ 2
me hope thou in god  ^ 2
thou in god for  ^ 2
because of the oppression of the enemy  ^ 2
go i mourning  ^ 2
i mourning because of the oppression  ^ 2
to the chief musician for the sons  ^ 2
of korah maschil  ^ 2
from the enemy  ^ 2
to our neighbors a scorn  ^ 2
but thou hast cast off  ^ 2
upon shoshannim  ^ 2
of hosts is with  ^ 2
is with us the god  ^ 2
us the god of jacob  ^ 2
of jacob is our refuge  ^ 2
is our refuge selah  ^ 2
selah god  ^ 2
in the city of our god  ^ 2
because of thy judgments  ^ 2
the beasts that perish  ^ 2
my king and my god  ^ 2
in thy sight  ^ 2
in the multitude of thy mercy  ^ 2
is an open sepulcher  ^ 2
hear o my people  ^ 2
heart o god  ^ 2
unto zion  ^ 2
that thou mightest be justified  ^ 2
upon mahalath  ^ 2
on neginoth maschil  ^ 2
the lord and he  ^ 2
of the wicked for  ^ 2
be merciful unto me o god  ^ 2
will i praise his word  ^ 2
his word in god  ^ 2
the heavens let thy glory  ^ 2
let thy glory be above  ^ 2
be above all  ^ 2
his mercy and his truth  ^ 2
a sharp sword  ^ 2
that they may not see  ^ 2
of the earth selah  ^ 2
like a dog and go round about  ^ 2
god is my defense  ^ 2
thou o god  ^ 2
to the chief musician to  ^ 2
to jeduthun  ^ 2
jeduthun a psalm  ^ 2
not your heart  ^ 2
he only  ^ 2
only is my rock  ^ 2
is my rock and my salvation  ^ 2
and my salvation he is my defense  ^ 2
he is my defense i shall not  ^ 2
o god thou  ^ 2
let the people praise  ^ 2
praise thee o god  ^ 2
thee o god let all  ^ 2
let all the people  ^ 2
the people praise  ^ 2
the people righteously  ^ 2
at the presence of god  ^ 2
sing unto god  ^ 2
unto my soul  ^ 2
that seek my hurt  ^ 2
sea and from the river  ^ 2
maschil of asaph  ^ 2
of asaph o god  ^ 2
arise o god  ^ 2
we see not  ^ 2
or song of asaph  ^ 2
o god of jacob  ^ 2
god with my voice  ^ 2
the waters saw  ^ 2
the world the earth  ^ 2
of asaph give ear  ^ 2
in the field of zoan  ^ 2
the wrath of god  ^ 2
wherewith they have reproached  ^ 2
how long lord  ^ 2
burn like  ^ 2
like fire  ^ 2
excellent is thy name  ^ 2
is thy name in all  ^ 2
gittith a psalm  ^ 2
o lord our lord  ^ 2
our lord how  ^ 2
turn us again o god  ^ 2
of hosts how long  ^ 2
them out of the hand of the wicked  ^ 2
the lord shall give  ^ 2
wilt thou not  ^ 2
man was born there  ^ 2
thou hast created  ^ 2
and judgment are the habitation  ^ 2
forevermore amen  ^ 2
the floods have lifted up  ^ 2
how long shall the wicked  ^ 2
and said it  ^ 2
o sing unto the lord  ^ 2
our god and worship  ^ 2
things which must  ^ 2
must shortly  ^ 2
churches which  ^ 2
omega the  ^ 2
seven candlesticks  ^ 2
eyes were as  ^ 2
were as a flame  ^ 2
he had in  ^ 2
stars and  ^ 2
i fell at  ^ 2
feet as  ^ 2
be hereafter  ^ 2
and the things which  ^ 2
thou sawest are  ^ 2
therein for  ^ 2
to the seven  ^ 2
and priests  ^ 2
all kindreds  ^ 2
omega the beginning  ^ 2
mighty angel  ^ 2
angel come down  ^ 2
mouth sweet  ^ 2
sweet as  ^ 2
as honey  ^ 2
angels hand  ^ 2
peoples and  ^ 2
thunders uttered  ^ 2
angel which  ^ 2
the things that therein  ^ 2
that therein are and  ^ 2
are and the  ^ 2
voice which  ^ 2
and measure  ^ 2
and they that dwell  ^ 2
of life from  ^ 2
come up hither  ^ 2
their enemies  ^ 2
woe is past  ^ 2
is past and behold  ^ 2
of his christ  ^ 2
faces and  ^ 2
his temple  ^ 2
and voices  ^ 2
and an earthquake  ^ 2
an earthquake and  ^ 2
was opened in  ^ 2
forty and two months  ^ 2
a thousand two hundred and threescore days  ^ 2
god of the  ^ 2
two olive trees  ^ 2
will hurt  ^ 2
shall overcome them  ^ 2
kill them  ^ 2
street of the  ^ 2
and kindreds  ^ 2
hail and  ^ 2
wonder in  ^ 2
inhabitants of the  ^ 2
having great  ^ 2
woe to the  ^ 2
cast out of  ^ 2
commandments of god  ^ 2
and seven  ^ 2
his heads  ^ 2
her child  ^ 2
of the stars  ^ 2
dragon and  ^ 2
any more in  ^ 2
and satan  ^ 2
that old serpent  ^ 2
was healed and  ^ 2
beast saying  ^ 2
and bond  ^ 2
and poor  ^ 2
number of his  ^ 2
name here  ^ 2
his power  ^ 2
they worshiped the  ^ 2
was given unto him  ^ 2
that dwell upon  ^ 2
name written  ^ 2
indignation and  ^ 2
nor night  ^ 2
write blessed  ^ 2
a sharp sickle  ^ 2
to him that sat on  ^ 2
cloud thrust in  ^ 2
thrust in thy  ^ 2
thrust in his  ^ 2
his sickle  ^ 2
the sharp  ^ 2
sharp sickle  ^ 2
vine of the  ^ 2
winepress of the  ^ 2
the voice of a great  ^ 2
the voice of harpers  ^ 2
harps and  ^ 2
and they sung  ^ 2
and tongue  ^ 2
in the midst of heaven  ^ 2
saying with  ^ 2
wrath of her  ^ 2
saying babylon  ^ 2
seven last  ^ 2
last plagues  ^ 2
plagues for  ^ 2
and marvelous  ^ 2
the song  ^ 2
worship before  ^ 2
seven plagues  ^ 2
golden vials  ^ 2
full of the  ^ 2
who liveth forever and ever  ^ 2
saying to the  ^ 2
fifth angel  ^ 2
blasphemed the  ^ 2
great river  ^ 2
river euphrates  ^ 2
euphrates and  ^ 2
great day  ^ 2
there were voices  ^ 2
and lightnings  ^ 2
unto her the  ^ 2
of his wrath  ^ 2
mark of the  ^ 2
fled away and  ^ 2
the plague  ^ 2
second angel  ^ 2
rivers and  ^ 2
third angel  ^ 2
of the waters  ^ 2
they are worthy  ^ 2
i heard another  ^ 2
judgments and  ^ 2
and power was given  ^ 2
fourth angel  ^ 2
these plagues  ^ 2
seven vials  ^ 2
come hither i will show  ^ 2
great whore  ^ 2
even he  ^ 2
into perdition  ^ 2
perdition and  ^ 2
power as  ^ 2
the ten  ^ 2
horns which  ^ 2
of lords and  ^ 2
the whore  ^ 2
and naked  ^ 2
fire for  ^ 2
earth have committed fornication  ^ 2
he carried me away in  ^ 2
and decked  ^ 2
and pearls  ^ 2
having a golden  ^ 2
babylon the  ^ 2
will tell thee  ^ 2
is the mind  ^ 2
heaven having  ^ 2
these things i saw  ^ 2
city babylon  ^ 2
the fear  ^ 2
fear of her  ^ 2
of her torment  ^ 2
merchants of the  ^ 2
and purple  ^ 2
scarlet and  ^ 2
wood and  ^ 2
all manner vessels  ^ 2
are departed from  ^ 2
and wailing  ^ 2
for in one  ^ 2
in one hour  ^ 2
smoke of her  ^ 2
of her burning  ^ 2
sea saying  ^ 2
the great men  ^ 2
works in  ^ 2
and lived deliciously  ^ 2
saying alleluia  ^ 2
see thou do it not  ^ 2
i am thy  ^ 2
thy fellow servant  ^ 2
fellow servant and  ^ 2
and of thy  ^ 2
of thy brethren  ^ 2
worship god  ^ 2
he that sat upon  ^ 2
a white horse  ^ 2
a name written  ^ 2
white horses  ^ 2
clean and  ^ 2
supper of the  ^ 2
great god  ^ 2
an angel  ^ 2
both small  ^ 2
her fornication  ^ 2
are his judgments  ^ 2
of fire burning  ^ 2
the false prophet  ^ 2
brimstone and  ^ 2
of him that sat upon  ^ 2
alleluia and  ^ 2
fell down and  ^ 2
saying amen  ^ 2
i heard as it were  ^ 2
white for  ^ 2
hast not denied  ^ 2
denied my  ^ 2
them that hold the  ^ 2
to eat things sacrificed unto idols  ^ 2
things sacrificed unto idols and  ^ 2
i have a few things  ^ 2
a few things against  ^ 2
hast thou  ^ 2
of the nicolaitanes  ^ 2
or else i will come  ^ 2
i will come unto thee  ^ 2
unto thee quickly  ^ 2
churches to him  ^ 2
that overcometh will i give  ^ 2
